City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
348,Hay river,Ca,60.78,smoke,60.8156,-115.7999,Ptarmigan Inn
349,Fortuna,Us,59.67,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
350,Labytnangi,Ru,45.18,scattered clouds,66.6572,66.4183,Priuralye Hotel
351,Bria,Cf,71.49,broken clouds,6.5423,21.9863,WFP Guesthouse
352,Sabancuy,Mx,91.42,scattered clouds,18.9667,-91.1833,pulpo
353,Paamiut,Gl,42.78,broken clouds,61.994,-49.6678,Pistut
354,Tres arroyos,Ar,56.05,broken clouds,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
355,Maracas,Br,66.81,broken clouds,-13.4411,-40.4308,Pousada Vale Aprazível
356,Yingkou,Cn,71.06,broken clouds,40.6648,122.2283,Yingkou Juyin Junyue Hotel
358,Mayuge,Ug,64.15,clear sky,0.4597,33.4803,Kagolo Bar and Lodge
359,Le port,Re,70.25,few clouds,-20.9373,55.2919,KORBEY D'OR OUEST
361,Garowe,So,84.72,scattered clouds,8.4054,48.4845,Curubo Hotel
362,Jiuquan,Cn,76.82,scattered clouds,39.7432,98.5174,Jiuquan Hotel
364,Pedernales,Do,88.41,overcast clouds,18.0384,-71.744,Hotel Costa Marina
365,Novopavlovka,Ru,59.63,overcast clouds,51.2172,109.2091,Vizit
366,Camacha,Pt,69.22,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
367,Linqu,Cn,74.46,light rain,36.5156,118.5397,Jiaohua Hotel
368,Tolaga bay,Nz,46.27,clear sky,-38.3667,178.3,Tolaga Bay Motel
369,Salalah,Om,81.1,overcast clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
370,Jishou,Cn,74.7,overcast clouds,28.3167,109.7167,7 Days Inn
371,Wyndham,Us,89.13,clear sky,37.6985,-77.6125,Hilton Richmond Hotel & Spa/Short Pump
372,Agdas,Az,76.66,broken clouds,40.65,47.4761,MAQA telecom
374,Kukushtan,Ru,58.62,broken clouds,57.6464,56.4952,Постоялый двор
375,General roca,Ar,54.63,clear sky,-39.0333,-67.5833,Hotel El Recreo
376,Honningsvag,No,53.35,overcast clouds,70.9821,25.9704,Nordkapp Vandrerhjem
377,Lazaro cardenas,Mx,87.75,scattered clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
378,Dandong,Cn,67.08,overcast clouds,40.1292,124.3947,Yiranju Farmstay
379,Necochea,Ar,55.94,broken clouds,-38.5473,-58.7368,dyd -mar Hotel
380,Saint-joseph,Re,68.38,broken clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
381,Nehe,Cn,72.21,scattered clouds,48.4833,124.8333,Vladimir Homestay
382,Sorland,No,57.06,scattered clouds,67.667,12.6934,Sjybrygga fiskecamp
383,Almansa,Es,76.82,broken clouds,38.8692,-1.0971,Hotel Blu
384,Eureka,Us,63.68,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
385,Lamar,Us,99.64,clear sky,33.6668,-95.5836,Kings Inn Paris TX
387,Lubango,Ao,56.64,clear sky,-14.9172,13.4925,Hotel Serra da Chela
388,Hualmay,Pe,66.52,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
389,Damghan,Ir,69.93,clear sky,36.1683,54.348,خوابگاه اساتيد دانشگاه دامغان
390,Douglas,Us,82.58,overcast clouds,41.3,-96.167,Hilton Garden Inn Omaha West
391,Middle island,Us,86.45,clear sky,40.8843,-72.9373,Cathedral pines
392,Myitkyina,Mm,76.08,overcast clouds,25.3833,97.4,Shwe Phyu Hotel
393,Ishigaki,Jp,80.73,overcast clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
394,Trelew,Ar,55.2,clear sky,-43.249,-65.3051,Hotel Touring Club
395,Kotka,Fi,78.06,clear sky,60.4664,26.9458,Hotelli Merikotka
396,Sol-iletsk,Ru,58.17,light rain,51.1631,54.9918,Raduzhnaya
397,Rio gallegos,Ar,35.65,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
398,Grindavik,Is,53.55,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
399,Mao,Es,81.16,clear sky,39.8885,4.2658,ARTIEM Capri
400,Nandikotkur,In,84.25,overcast clouds,15.8667,78.2667,Shadhi Khana pGidyla rod
401,Rioja,Ar,60.76,clear sky,-29.4111,-66.8507,Hotel Libertador
402,Mingshui,Cn,77.7,light rain,36.7167,117.5,Grace Inn Zhangqiu Station Avenue Branch
403,Ust-tsilma,Ru,55.58,broken clouds,65.441,52.1498,U Praskov'i
404,Remanso,Br,85.23,scattered clouds,-9.6179,-42.0831,Hotel Mangueira
405,Lengshuijiang,Cn,74.97,overcast clouds,27.6881,111.4294,Sheraton
406,Plettenberg bay,Za,55.56,few clouds,-34.0527,23.3716,Thanda Vista B&B
407,Borovskoy,Kz,59.88,scattered clouds,53.8,64.15,Аренда жилья/Баня
408,Aklavik,Ca,75.2,smoke,68.2191,-135.0107,Aklavik Inn
409,Coquimbo,Cl,60.53,clear sky,-29.9533,-71.3436,Hotel San Juan
410,Ravar,Ir,93.69,overcast clouds,31.2656,56.8055,computertik
411,Kalety,Pl,78.31,clear sky,50.5627,18.8926,Banderoza
412,Collingwood,Ca,76.71,clear sky,44.4834,-80.2164,Comfort Inn & Suites
413,Isangel,Vu,73.71,clear sky,-19.55,169.2667,Tanna Lodge
414,Amahai,Id,74.71,moderate rain,-3.3333,128.9167,HOTEL ISABELA
415,Wajima,Jp,73.38,broken clouds,37.4,136.9,Wajiima Onsen Yashio
416,Sitka,Us,53.49,fog,57.0531,-135.33,Westmark Sitka
418,Tigre,Ar,58.24,clear sky,-34.426,-58.5796,Puerto Delta Apartamentos
419,Kirakira,Sb,79.47,scattered clouds,-10.4544,161.9205,SanBiz Lodge
420,Genhe,Cn,67.69,overcast clouds,50.7833,121.5167,Companionship Hotel
423,Urusha,Ru,62.62,broken clouds,54.05,122.9,Dom Otdykha Lokomotivnykh Brigad
424,Progreso,Mx,89.71,clear sky,21.2833,-89.6667,Playa Linda Hotel
425,Seoul,Kr,80.2,clear sky,37.5683,126.9778,롯데호텔 서울
426,Lumding,In,76.33,overcast clouds,25.7535,93.1732,Hotel Nilamber
427,Vila velha,Br,84.15,few clouds,-20.3297,-40.2925,Hotel Vitória Palace
428,Ilulissat,Gl,53.62,few clouds,69.2167,-51.1,Hotel Arctic
429,Manono,Cd,77.13,clear sky,-7.3,27.4167,Hotel hewa bora
430,Ormara,Pk,84.51,broken clouds,25.2088,64.6357,Kenara Colony House for Rent
431,Strezhevoy,Ru,50.0,overcast clouds,60.7333,77.5889,Sibiryachka
432,Saint anthony,Us,79.54,scattered clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
433,Nouadhibou,Mr,75.18,clear sky,20.931,-17.0347,El Medina
434,Richards bay,Za,66.74,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
435,Bilma,Ne,97.74,clear sky,18.6853,12.9164,Expeditions Ténére voyages
436,Noumea,Nc,75.0,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
437,Ballina,Au,53.02,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
438,Puerto escondido,Mx,86.83,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
439,Ilula,Tz,55.69,scattered clouds,-7.6766,36.0366,FM Lodge
440,Saint-francois,Fr,80.04,broken clouds,46.4154,3.9054,Manoir Du Bonheur
441,Ambon,Id,78.24,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
442,Parabel,Ru,51.26,overcast clouds,58.6978,81.4825,Housing Complex Gazprom Transgaz Tomsk
443,Beira,Mz,67.87,clear sky,-19.8436,34.8389,Beira Terrace Hotel
444,Morant bay,Jm,94.71,overcast clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
445,Waipawa,Nz,42.17,clear sky,-41.4122,175.5153,Tora Coastal Walk
446,Victor harbor,Au,53.01,broken clouds,-35.5667,138.6167,McCracken Country Club
447,Matiao,Ph,76.96,overcast clouds,7.0828,125.9362,Edsan's Transient House
448,Titisee-neustadt,De,76.44,broken clouds,47.9,8.1667,Hotel Treschers
449,Carballo,Es,73.76,overcast clouds,43.213,-8.691,Pazo do Souto
450,Palmerston north,Nz,51.78,scattered clouds,-40.35,175.6167,Distinction Coachman Hotel Palmerston North
451,Beyneu,Kz,68.23,scattered clouds,45.3167,55.2,NUR
452,Kavieng,Pg,81.55,light rain,-2.5744,150.7967,Nusa Island Retreat
453,Morondava,Mg,71.87,clear sky,-20.2833,44.2833,La Case Bambou
454,Alice springs,Au,31.55,clear sky,-23.7,133.8833,Desert Palms Alice Springs
455,Rawson,Ar,54.46,clear sky,-43.3002,-65.1023,Hosteria Sampedro
457,Uglich,Ru,66.88,clear sky,57.5275,38.3317,Volzhskaya Riv'yera
458,Meulaboh,Id,77.63,overcast clouds,4.1363,96.1285,Kost Pria
459,Shelburne,Ca,73.24,clear sky,44.0787,-80.2041,The Retreat at the Farm
460,Taltal,Cl,61.83,few clouds,-25.4,-70.4833,Residencial Karime
461,Camoapa,Ni,79.02,overcast clouds,12.3839,-85.5116,Hotel Las Pérgolas
462,Mendi,Pg,52.3,overcast clouds,-6.1761,143.6513,Kiburu Lodge
463,Bonoua,Ci,82.02,light rain,5.2741,-3.595,Hotel Bon Samaritian
464,Ratnagiri,In,80.33,overcast clouds,16.9833,73.3,Hotel Landmark
465,San carlos de bariloche,Ar,38.95,broken clouds,-41.1456,-71.3082,Hotel Patagonia
467,Quarai,Br,63.57,overcast clouds,-30.3875,-56.4514,Hotel Casino San Eugenio del Cuareim
468,Nara,Jp,78.49,light rain,34.6851,135.8049,Guesthouse Nara Komachi
469,Mitchell,Us,85.73,few clouds,43.7094,-98.0298,Kelly Inn & Suites
470,Nogent-le-rotrou,Fr,73.65,scattered clouds,48.3333,1.0,La Glatine
471,Harper,Lr,76.77,broken clouds,4.375,-7.7169,Screensaver
472,Asau,Ro,79.72,broken clouds,46.4333,26.4,Casa Mika Ciobanus
473,Nuuk,Gl,61.41,scattered clouds,64.1835,-51.7216,Vandrehuset
474,Tazmalt,Dz,99.82,scattered clouds,36.3868,4.3989,Hôtel Numédia
475,Fomboni,Km,77.81,scattered clouds,-12.28,43.7425,Auberge les abou
477,Uyuni,Bo,54.77,clear sky,-20.4597,-66.825,Hostal La Magia de Uyuni
478,Liverpool,Gb,66.43,few clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
479,Yulara,Au,41.34,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
480,Petrozavodsk,Ru,76.48,broken clouds,61.7849,34.3469,Fregat
481,Kapit,My,75.33,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
483,Nanakuli,Us,77.11,overcast clouds,21.3906,-158.1547,Camp Pālehua
484,Hue,Vn,82.51,few clouds,16.4667,107.6,Saigon Morin Hotel
485,Kondinskoye,Ru,48.31,overcast clouds,59.6481,67.41,Gostinitsa
486,Tonantins,Br,89.19,few clouds,-2.8731,-67.8022,Hotel Hortensias
487,Hede,Cn,75.49,overcast clouds,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
488,Ukiah,Us,67.44,overcast clouds,39.1502,-123.2078,Hampton Inn Ukiah
489,Konispol,Al,86.95,broken clouds,39.6589,20.1814,Hotel Konispoli
490,Gat,Il,81.81,few clouds,31.61,34.7642,OlusHome
491,Katsuura,Jp,74.66,light rain,35.1333,140.3,Katsuura Hotel Mikazuki
492,Komsomolskiy,Uz,84.92,clear sky,40.4272,71.7189,Ikathouse
493,Salinas,Us,65.28,overcast clouds,36.6777,-121.6555,Laurel Inn & Conference Center
494,Shenjiamen,Cn,76.42,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
495,Qaqortoq,Gl,47.43,overcast clouds,60.7167,-46.0333,Siniffik Inn
497,Margate,Gb,69.87,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
498,Malanje,Ao,70.75,clear sky,-9.5402,16.341,Hotel Ginga
500,Porto velho,Br,93.25,few clouds,-8.7619,-63.9039,Ecos Hotel Conforto
501,Abha,Sa,75.02,dust,18.2164,42.5053,Abha Hotel
502,Tiarei,Pf,73.42,clear sky,-17.5333,-149.3333,Le Rocher de Tahiti
504,Villeta,Co,83.01,scattered clouds,5.0089,-74.4723,Hotel Villeta Suite
505,Port macquarie,Au,46.29,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
506,Half moon bay,Us,61.99,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
507,Cacapava,Br,82.65,clear sky,-23.1008,-45.7069,Arcadas Hotel
508,Kiama,Au,62.01,light rain,-34.6833,150.8667,The Sebel Kiama Harbourside
509,Roald,No,63.16,broken clouds,62.5833,6.1333,Flem Cabins
510,Jiaozuo,Cn,77.67,scattered clouds,35.2397,113.2331,Days Hotel and Suites Jiaozuo
511,Nhulunbuy,Au,72.21,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
513,Abdanan,Ir,86.63,clear sky,32.9926,47.4198,خدمات موبایل میرزایی
514,Tafresh,Ir,71.98,clear sky,34.692,50.013,هتل یاس سفید
515,Itarema,Br,84.15,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
517,Sakakah,Sa,92.77,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
518,Uppsala,Se,69.31,broken clouds,60.0,17.75,Frösunda LSS AB Eget Boende Jan Eriks Väg
519,Puri,In,84.72,overcast clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
520,Yarada,In,84.96,overcast clouds,17.65,83.2667,Yarada Jungle Beach Resorts
521,Puerto del rosario,Es,74.95,broken clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
522,Narasannapeta,In,83.46,overcast clouds,18.4167,84.05,AVK events and catering
523,Lagodekhi,Ge,72.5,moderate rain,41.8268,46.2767,Lile Guest House
524,San javier,Es,91.89,clear sky,37.8063,-0.8374,Hotel Mar Menor
526,Novyy urengoy,Ru,50.86,overcast clouds,66.0833,76.6333,Apartments Moy Dom na Gubkina
527,Petukhovo,Ru,58.44,overcast clouds,55.0692,67.9019,Гостиница
528,Muriwai beach,Nz,54.77,few clouds,-36.8167,174.45,Coast Retreat Muriwai - Golf and Surf Holiday
529,Phalombe,Mw,61.32,few clouds,-15.8064,35.6507,RIVONIA
530,San juan,Ar,56.52,clear sky,-31.5375,-68.5364,Hotel Provincial
531,Tierralta,Co,86.41,broken clouds,8.1736,-76.0592,Hotel La Marqueza
532,Turayf,Sa,91.65,clear sky,31.6725,38.6637,Turaif
533,Borodino,Ru,52.34,scattered clouds,55.9106,94.8983,Gostinnitsa Profilaktoriy
534,Andenes,No,56.93,clear sky,69.3143,16.1194,Hotell Marena
535,Saint-paul-les-dax,Fr,77.4,light rain,43.7272,-1.0516,"The Originals City, Hôtel Les Thermes de l'Avenue, Dax (Inter-Hotel)"
536,Kilindoni,Tz,76.87,broken clouds,-7.9139,39.6668,Bustani B&B
537,Tura,In,75.02,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
538,Shaunavon,Ca,62.38,overcast clouds,49.6501,-108.4181,Bear's Den Lodge
540,Pochutla,Mx,89.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
541,Arilje,Rs,89.96,clear sky,43.7531,20.0956,Apartman Avakumovic
542,Hanstholm,Dk,61.48,scattered clouds,57.1167,8.6167,Hotel Hanstholm
543,Northam,Gb,63.61,clear sky,51.0333,-4.2167,Durrant House Hotel
544,Rehoboth,Na,60.13,clear sky,-23.3167,17.0833,Noble Luminous Accommodation
545,Trairi,Br,78.98,broken clouds,-3.2778,-39.2689,janelas do mar
546,Saint-andre-avellin,Ca,73.6,clear sky,45.7168,-75.066,Auberge Petite-Nation
547,Celestun,Mx,88.74,clear sky,20.8667,-90.4,Posada Lilia
549,Lasa,It,83.28,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
550,Paris,Fr,78.96,clear sky,48.8534,2.3488,Britannique Hotel - Paris Centre
551,Ankara,Tr,78.19,clear sky,39.9199,32.8543,Ramada by Wyndham Ankara
552,Vilhena,Br,84.42,clear sky,-12.7406,-60.1458,Hotel Mirage
553,Parelhas,Br,76.87,light rain,-6.6878,-36.6575,Chácara R.I. - Recanto da Intrigante
554,Kamaishi,Jp,73.81,moderate rain,39.2667,141.8833,Hotel Route Inn Kamaishi
555,Sena madureira,Br,92.57,broken clouds,-9.0656,-68.6569,Hotel Central
556,Batemans bay,Au,53.1,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
557,Barra do garcas,Br,91.98,clear sky,-15.89,-52.2567,Pousada Tropical
558,Jiwani,Pk,83.62,broken clouds,25.05,61.7417,Hamza hotel jiwani
559,Tagusao,Ph,80.33,broken clouds,9.1924,117.8141,Caycay future beach resort
562,Ketchikan,Us,66.67,clear sky,55.3422,-131.6461,Snow's Cove Lodge
563,Marinette,Us,75.65,clear sky,45.1,-87.6307,AmericInn by Wyndham Menominee
564,Saint-georges,Gd,81.95,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
565,Ivdel,Ru,50.41,overcast clouds,60.6911,60.4206,Ivdel'
566,Usolye,Ru,52.65,overcast clouds,59.4268,56.6808,Gostevoy Dom 225 Solevarov
567,Rock sound,Bs,81.75,broken clouds,24.9,-76.2,Pink Corral Bay Property
568,Bereda,Es,65.41,overcast clouds,43.2686,-7.5406,Pazo de Verdes
569,Sept-iles,Ca,64.4,broken clouds,50.2001,-66.3821,Comfort Inn
570,Norden,De,63.95,scattered clouds,53.6,7.2,Hotel Aquarius
571,Comodoro rivadavia,Ar,48.06,clear sky,-45.8667,-67.5,Austral Hotel
572,Aukra,No,62.76,light rain,62.7925,6.919,Aukra Overnatting AS
573,Sioux lookout,Ca,69.87,broken clouds,50.1001,-91.917,Knobby's Fly-In Camps
574,Biak,Id,76.26,moderate rain,-0.9131,122.8766,Penginapan Kim
575,Antalaha,Mg,68.05,light rain,-14.9003,50.2788,Hotel Vitasoa
576,Zachary,Us,93.74,scattered clouds,30.6485,-91.1565,"Holiday Inn Express & Suites Baton Rouge North, an IHG Hotel"
577,Goderich,Ca,67.91,scattered clouds,43.7501,-81.7165,Harmony Inn
578,Lucea,Jm,87.85,overcast clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
580,Nome,Us,59.16,overcast clouds,64.5011,-165.4064,Dredge 7 Inn
581,Ovre ardal,No,54.48,overcast clouds,61.3167,7.8,Sitla Motel & Apartment
582,Lekoni,Ga,85.6,broken clouds,-1.5843,14.2591,Rendez-vous Des ChasseursD
583,Nenjiang,Cn,69.87,broken clouds,49.1833,125.2167,Nenjiang Apartment
584,Funtua,Ng,72.52,moderate rain,11.5233,7.3081,Sani Jikan Mallam Hotel
585,Montclair,Us,88.81,clear sky,40.8259,-74.209,Meeting Expectations
586,Alofi,Nu,67.89,scattered clouds,-19.0595,-169.9187,Taloa Heights
587,Belogorsk,Ru,67.5,clear sky,50.9158,128.4611,Gostinitsa Vostok 2000
589,Raboso,Mx,90.86,overcast clouds,18.5667,-98.45,Casa San Gabriel
590,Naze,Jp,77.92,overcast clouds,28.3667,129.4833,Shishime Hotel
591,Kahta,Tr,81.77,clear sky,37.7855,38.6237,KommageneİZ Hotel
592,Sterling,Us,86.0,broken clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
594,Byron bay,Au,53.94,overcast clouds,-28.65,153.6167,Backpackers Inn
595,Shitanjing,Cn,77.88,broken clouds,39.2342,106.3439,Yingbin Hotel
596,Fort nelson,Ca,69.39,few clouds,58.8053,-122.7002,The Fort Nelson Hotel
597,Zanjan,Ir,54.66,broken clouds,36.6736,48.4787,Qasr Hotel
598,Cascais,Pt,78.15,few clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
599,Muhos,Fi,71.38,few clouds,64.808,25.9931,Montta - active camping / campsite Montan
600,Saqqez,Ir,68.88,clear sky,36.2499,46.2735,Saqqez Hotel
601,Grand-santi,Gf,84.61,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
602,Warrnambool,Au,49.8,scattered clouds,-38.3833,142.4833,Lady Bay Resort
603,Hunchun,Cn,67.68,clear sky,42.8675,130.3581,International Hotel
605,Tarakan,Id,81.52,light rain,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
606,Maryville,Us,91.65,broken clouds,35.7565,-83.9705,"Holiday Inn Express & Suites Alcoa (Knoxville Airport), an IHG Hotel"
607,Itamaraca,Br,82.45,overcast clouds,-7.7478,-34.8256,Special K's Bed & Breakfast
608,Manaure,Co,91.06,broken clouds,11.7751,-72.4445,Hotel Palaaima
609,Kirksville,Us,84.06,few clouds,40.1948,-92.5833,Budget Host-Village Inn
611,Marsh harbour,Bs,82.15,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
612,Fallon,Us,75.92,clear sky,39.4735,-118.7774,Best Western Fallon Inn & Suites
613,Sulangan,Ph,83.53,overcast clouds,11.1373,123.7228,Maia's Beach Resort
614,Galveston,Us,96.1,clear sky,29.3669,-94.9669,Crystal Suites
615,Norman wells,Ca,71.64,few clouds,65.282,-126.8329,Heritage Hotel
616,Karsava,Lv,70.61,broken clouds,56.7841,27.6883,"Aka, motelis, Veituls"
618,Camamu,Br,78.42,broken clouds,-13.9447,-39.1039,Hotel Rio Acarai
619,Bonthe,Sl,77.59,light rain,7.5264,-12.505,Bonthe Holiday Village
620,Tomatlan,Mx,90.95,scattered clouds,19.9333,-105.25,El Salvial
621,Faya,Sa,75.31,scattered clouds,18.3851,42.4509,املاك خالد الشعشوع
623,Grand gaube,Mu,70.2,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
624,Teluk nibung,Id,76.96,overcast clouds,3.001,99.8164,Hotel Assyifa
625,Esperanza,Do,90.09,overcast clouds,19.5847,-70.9849,Cabañas Bernard - Alojamientos Turísticos
626,Pavlodar,Kz,58.8,clear sky,52.3,76.95,Sary Arka
627,Pangnirtung,Ca,50.0,overcast clouds,66.1451,-65.7125,Kilabuk Lodge
628,Syracuse,It,89.19,clear sky,37.0881,15.2792,Hotel Posta
629,Ponta delgada,Pt,72.32,few clouds,37.7333,-25.6667,Vila Nova Hotel
630,Muyezerskiy,Ru,74.57,overcast clouds,63.9333,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
632,Chipinge,Zw,55.35,scattered clouds,-20.1883,32.6236,Chipinge Breeze Lodge
633,Murmashi,Ru,73.81,scattered clouds,68.8154,32.8115,Airport Murmansk Hotel
634,Miles city,Us,81.25,broken clouds,46.4083,-105.8406,FairBridge Inn & Suites Miles City
635,Vanimo,Pg,76.39,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
636,Iskandar,Uz,88.65,clear sky,41.5539,69.7008,Forel мехмонхонаси
637,San lorenzo,Py,79.74,clear sky,-25.3333,-57.5333,Canarias Hotel
639,Atar,Mr,106.99,clear sky,20.5169,-13.0499,Oumou Elghoura
640,College,Us,73.2,smoke,64.8569,-147.8028,Pike's Waterfront Lodge
641,Iskateley,Ru,54.0,scattered clouds,67.6803,53.1512,Hostel Agat
642,Cairns,Au,69.06,overcast clouds,-16.9167,145.7667,Mantra Trilogy Cairns
645,Nogliki,Ru,47.8,scattered clouds,51.8333,143.1667,"Hotel ""Nogliki"""
646,Trinidad,Bo,89.58,broken clouds,-14.8333,-64.9,Hotel Piesta
647,San quintin,Mx,70.99,few clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
648,Owando,Cg,79.2,broken clouds,-0.4819,15.8999,Exaunel Hotel Owando
649,De aar,Za,55.13,clear sky,-30.6497,24.0123,Nyibiba Guesthouse
651,Iwaki,Jp,76.77,light rain,37.05,140.8833,Toyoko Inn Iwaki Ekimae
652,Pangody,Ru,46.51,overcast clouds,65.85,74.4859,Elizaveta Shevchuk's House
653,Hami,Cn,80.22,scattered clouds,42.8,93.45,Laoyutang Resort
654,Christchurch,Nz,43.0,clear sky,-43.5333,172.6333,The George
655,Joutseno,Fi,75.25,scattered clouds,61.118,28.5076,Joutseno.BB
656,Padang,Id,75.43,broken clouds,-0.9492,100.3543,Mercure Padang
657,Beidao,Cn,69.06,clear sky,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
658,Lifford,Ie,57.11,overcast clouds,54.8319,-7.4836,Douglas Lodge
659,Te anau,Nz,39.4,few clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
660,Qax,Az,70.79,broken clouds,41.4225,46.9242,El Resort Hotel
662,Shobara,Jp,72.39,light rain,34.85,133.0167,Kampo-no-sato Shobara
663,Camana,Pe,64.26,overcast clouds,-16.6228,-72.7111,Hostal Morales
664,Mareeba,Au,64.44,light rain,-17.0,145.4333,Trinity Plains Tourist Park
665,Viransehir,Tr,86.47,clear sky,37.2353,39.7631,Viranşehir Öğretmenevi
666,Cordoba,Ar,66.42,clear sky,-31.4135,-64.1811,Hotel Sussex
667,Voiron,Fr,85.05,scattered clouds,45.3639,5.5921,Best Western Palladior
668,Indramayu,Id,80.53,few clouds,-6.3264,108.32,Grand Trisula Hotel
669,Prince george,Ca,72.25,clear sky,53.9166,-122.753,Canadas Best Value Inn Prince George
670,Shache,Cn,87.8,clear sky,38.4167,77.2406,Delong Hotel
671,Hagenow,De,72.88,broken clouds,53.4333,11.1833,Roseneck
672,Simav,Tr,69.12,clear sky,39.0882,28.9777,Simav Melisa Otel
673,Maragogi,Br,77.29,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
674,Green river,Us,82.98,scattered clouds,41.5286,-109.4662,Hampton Inn & Suites Green River
676,Mazamari,Pe,87.8,overcast clouds,-11.3258,-74.5308,Hospedaje Ratto
677,Sao filipe,Cv,75.87,few clouds,14.8961,-24.4956,Hotel Xaguate
678,Berlevag,No,59.0,broken clouds,70.8578,29.0864,Kvitbrakka
679,Alta floresta,Br,98.42,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
680,Doha,Qa,97.11,clear sky,25.2867,51.5333,Doha Marriott Hotel
681,Yurga,Ru,52.29,scattered clouds,55.7231,84.8861,Gostinitsa 12 Futov
682,Abnub,Eg,92.75,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
683,Vilcun,Cl,47.14,few clouds,-38.65,-72.2333,"Rayen-Co, Rural Tourism"
684,Pachino,It,80.85,few clouds,36.7186,15.0907,Il Veliero
685,San cristobal,Ve,78.98,broken clouds,7.7669,-72.225,Pirineos
686,Lac du bonnet,Ca,65.08,overcast clouds,50.2536,-96.0612,Drifter's Inn
688,Knysna,Za,55.11,scattered clouds,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
689,Pietarsaari,Fi,71.73,few clouds,63.65,22.6833,Jakobstad City Hotel Pietarsaari
690,Orcopampa,Pe,58.44,broken clouds,-15.2661,-72.3417,Happy Wasi
